rank_approx,school_name,city,state,public_private,admissions_homepage_url,common_data_set_url,catalog_programs_url,deadlines_url,url_verification_status,rank_confidence
200,Towson University,Towson,MD,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Troy University,Troy,AL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Akron,Akron,OH,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Bridgeport,Bridgeport,CT,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Central Arkansas,Conway,AR,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Central Missouri,Warrensburg,MO,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Charleston,Charleston,WV,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Detroit Mercy,Detroit,MI,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Evansville,Evansville,IN,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Houston,Houston,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Illinois Chicago,Chicago,IL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Indianapolis,Indianapolis,IN,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of La Verne,La Verne,CA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Nebraska Omaha,Omaha,NE,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of North Alabama,Florence,AL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of North Carolina at Charlotte,Charlotte,NC,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of North Carolina at Greensboro,Greensboro,NC,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of North Florida,Jacksonville,FL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Northern Colorado,Greeley,CO,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of Northern Iowa,Cedar Falls,IA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of St. Thomas,St. Paul,MN,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of the Cumberlands,Williamsburg,KY,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of the Incarnate Word,San Antonio,TX,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of the Pacific,Stockton,CA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of West Florida,Pensacola,FL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,University of West Georgia,Carrollton,GA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Wagner College,Staten Island,NY,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Walden University,Minneapolis,MN,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Washburn University,Topeka,KS,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Wayne State University,Detroit,MI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Webster University,St. Louis,MO,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Western Kentucky University,Bowling Green,KY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Wilmington University,New Castle,DE,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Winona State University,Winona,MN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Xavier University,Cincinnati,OH,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
